id,number of rooms,price(rub),metro,time(min),total area(м²),year of completion,living area(м²),kitchen area(м²),ceiling height(м),type of house,WC,apartment floor,total floors,readiness,num of elevators,type of elevators
274547659,5,145000000,Выставочная,7,151.36,2023,123.7,22.7,3.0,Монолитный,3,13,65,Чистовая,4,пассажирский
278843056,1,230079360,Кузнецкий мост,3,148.4,2024,20.8,68.8,3.1,Монолитный,1,3,6,Чистовая,2,пассажирский
276630457,2,22329283,Технопарк,5,61.82,2023,36.2,18.1,3.2,Монолитный,1,2,6,Без отделки,1,пассажирский
275395952,2,24732000,Спартак,12,60.0,2025,28.9,13.1,3.1,Монолитный,2,5,10,Черновая,1,пассажирский
275395952,2,24732000,Спартак,12,60.0,2025,28.9,13.1,3.1,Монолитный,2,5,10,Черновая,1,пассажирский
284832240,4,26539800,Коптево,6,106.8,2024,63.0,14.9,2.8,Монолитный,2,6,18,Без отделки,1,пассажирский
275574071,2,26927565,Рижская,14,66.57,2024,36.2,18.1,3.0,Монолитный,1,21,55,Предчистовая,4,пассажирский
285255470,3,39424716,Шелепиха,14,83.8,2024,46.5,16.9,3.2,Монолитный,1,31,41,Без отделки,4,пассажирский
278362771,2,44026315,Белорусская,14,75.5,2025,26.2,32.5,3.1,Монолитный,2,19,26,Без отделки,2,пассажирский
279316258,4,50783330,Петровский Парк,5,113.0,2024,36.2,18.1,3.1,Монолитный,2,8,8,Без отделки,1,пассажирский
283844196,2,59145576,Выставочная,1,82.7,2015,36.2,18.1,3.1,Монолитный,2,25,85,Чистовая,15,грузовой
284623849,3,94893400,Выставочная,4,112.7,2019,36.2,18.1,3.9,Монолитный,2,54,78,Без отделки,4,пассажирский
283691130,2,97000000,Улица 1905 года,7,108.0,2023,35.0,30.5,3.1,Монолитный,2,9,21,Чистовая,1,пассажирский
285837907,3,101479168,Курская,6,164.7,2022,36.2,18.1,3.9,Кирпичный,3,11,11,Без отделки,1,пассажирский
262519758,2,101354550,Улица 1905 года,6,110.77,2023,36.2,34.6,3.0,Монолитный,2,5,21,Чистовая с мебелью,1,пассажирский
280748944,2,103915152,Новокузнецкая,15,74.91,2024,26.0,23.5,3.2,Монолитно-кирпичный,2,4,6,Черновая,1,пассажирский
274788995,2,118650000,Арбатская,9,113.0,2019,36.2,18.1,3.3,Монолитный,2,8,8,Без отделки,1,пассажирский
274788015,3,225138000,Смоленская,6,143.4,2019,36.2,18.1,3.6,Монолитный,2,5,5,Без отделки,0,пассажирский
284889094,4,24597012,Тушинская,18,114.9,2024,67.4,26.0,3.0,Монолитный,2,19,24,Без отделки,1,пассажирский
283996640,2,27970201,Красный Балтиец,4,76.2,2025,25.8,28.4,3.0,Монолитный,2,2,20,Предчистовая,1,пассажирский
281686512,4,30336264,Прокшино,9,133.1,2022,48.0,28.7,2.8,Монолитный,3,3,18,Чистовая,2,грузовой
279205819,3,43682138,Алексеевская,4,128.8,2021,36.2,18.1,3.1,Монолитный,2,11,15,Без отделки,1,пассажирский
283760149,3,77748000,Киевская,16,102.3,2025,36.2,18.1,3.1,Монолитный,2,10,17,Без отделки,1,пассажирский
278068554,4,15558186,Бунинская аллея,8,64.6,2024,33.4,18.5,3.0,Монолитный,1,3,9,Без отделки,1,пассажирский
284420071,3,32708535,Печатники,17,85.2,2025,36.7,23.8,2.8,Монолитный,2,25,29,Без отделки,3,грузовой
281251601,4,36151500,Гражданская,10,93.9,2025,63.5,5.7,3.6,Монолитный,2,18,25,Без отделки,3,пассажирский
273055028,3,43312192,Динамо,17,82.8,2017,36.2,18.1,3.1,Монолитный,2,21,24,Без отделки,2,пассажирский
271240211,3,48536735,Тульская,8,102.8,2024,64.6,18.1,3.0,Монолитный,2,8,13,Предчистовая,2,пассажирский
283964519,4,63623171,Алексеевская,10,117.9,2022,60.5,18.3,0.0,Монолитно-кирпичный,2,11,19,Черновая,1,грузовой
279712363,4,13727508,Бунинская аллея,9,64.2,2024,31.6,18.8,3.0,Монолитный,1,6,10,Без отделки,1,пассажирский
285392995,3,15099394,Кожуховская,6,56.2,2025,27.5,19.1,2.8,Монолитный,1,4,69,Без отделки,4,пассажирский
284540170,1,19412000,Беговая,11,46.0,2022,36.2,18.1,2.8,Панельный,1,18,25,Чистовая,3,пассажирский
278578385,1,19774710,Технопарк,15,36.9,2023,36.2,18.1,3.1,Монолитно-кирпичный,1,7,20,Без отделки,1,пассажирский
279205859,2,22401066,Алексеевская,4,60.2,2021,36.2,18.1,3.1,Монолитный,1,15,15,Без отделки,1,пассажирский
284890972,3,24525087,Мичуринский проспект,10,59.1,2025,41.6,5.4,3.0,Монолитный,2,42,54,Без отделки,4,пассажирский
282212572,4,33180000,Бутырская,10,87.15,2024,47.1,10.0,3.2,Монолитный,2,3,28,Без отделки,2,пассажирский
269733096,3,34463280,Беговая,11,88.8,2022,36.2,18.1,2.8,Панельный,2,25,25,Чистовая,3,пассажирский
285606677,3,35583400,Ботанический сад,9,87.8,2024,37.7,18.1,3.0,Монолитно-кирпичный,2,2,21,Без отделки,2,пассажирский
243143736,4,36807600,Шелепиха,8,99.48,2023,48.4,30.8,3.0,Монолитно-кирпичный,2,4,51,Без отделки,4,пассажирский
283964828,4,41218840,Технопарк,10,105.6,2023,36.2,18.1,3.0,Монолитный,2,6,9,Без отделки,1,пассажирский
284916943,4,68677182,Академическая,1,120.6,2025,43.8,55.0,3.0,Монолитный,2,12,19,Без отделки,1,пассажирский
280125504,3,146700000,Народное Ополчение,5,195.6,2019,36.2,18.1,3.1,Монолитно-кирпичный,3,3,3,Чистовая с мебелью,0,пассажирский
285082405,4,183304400,Красные ворота,7,102.98,2023,45.2,39.2,3.2,Монолитный,2,19,19,Чистовая,7,грузовой
284832105,3,25184460,Коптево,6,85.4,2024,42.6,19.1,2.8,Монолитный,2,13,20,Без отделки,1,пассажирский
279330850,4,26529120,Калужская,8,82.8,2025,36.2,18.1,3.1,Монолитный,2,3,34,Без отделки,2,пассажирский
277014167,3,27120000,Аминьевская,10,76.8,2022,36.2,18.1,3.0,Монолитный,2,21,27,Без отделки,3,пассажирский
285256480,2,32549237,Мичуринский проспект,11,73.1,2025,27.2,28.5,3.1,Монолитный,2,10,49,Без отделки,1,пассажирский
265718998,3,34193200,Крымская,18,73.0,2023,36.2,18.1,3.3,Монолитный,2,4,42,Предчистовая,6,пассажирский
279316256,3,34542700,Петровский Парк,5,81.2,2024,36.2,18.1,3.1,Монолитный,2,8,8,Без отделки,1,пассажирский
282960537,3,35102195,Ростокино,14,143.5,2015,107.6,18.1,3.1,Монолитный,2,16,58,Без отделки,4,пассажирский
284739229,4,63588829,Кутузовская,9,106.83,2025,59.4,10.6,3.1,Монолитный,2,4,13,Без отделки,2,пассажирский
283253464,3,95000000,Выставочная,7,115.49,2023,93.2,17.3,3.0,Монолитный,2,9,65,Чистовая,4,пассажирский
271161275,4,96600000,Давыдково,12,193.2,2020,112.4,16.1,4.2,Монолитный,3,21,21,С отделкой,1,пассажирский
283341274,4,180000000,Спортивная,9,190.0,2014,55.6,26.9,3.1,Кирпичный,3,7,12,Без отделки,1,пассажирский
284916282,4,226473952,Спортивная,12,191.5,2024,98.8,11.0,3.2,Монолитный,3,2,6,Без отделки,1,пассажирский
284917095,3,15001976,Тушинская,18,60.9,2024,27.9,19.5,3.0,Монолитный,2,10,24,Без отделки,1,пассажирский
273049981,4,16043877,Прокшино,7,65.6,2023,31.6,21.0,3.0,Монолитный,1,2,9,Чистовая,1,пассажирский
273232886,3,19742812,Прокшино,10,66.1,2024,33.7,12.9,3.0,Монолитный,1,6,18,Предчистовая,1,пассажирский
284036900,2,26226535,Павелецкая,8,59.7,2025,36.2,18.1,3.3,Монолитно-кирпичный,1,4,19,Без отделки,1,пассажирский
270796168,1,42000000,Выставочная,7,49.02,2023,36.0,8.0,3.0,Монолитный,1,8,65,Чистовая,4,пассажирский
264100269,4,68468400,Калужская,18,163.8,2021,91.8,36.5,3.1,Монолитный,3,3,32,Предчистовая,2,грузовой
278659201,4,79427400,Аэропорт,12,132.6,2023,36.2,6.4,3.1,Монолитный,2,2,41,Предчистовая,4,пассажирский
280427151,2,91808000,Смоленская,6,120.8,2019,36.2,18.1,3.6,Монолитный,2,4,5,Без отделки,0,пассажирский
285162997,3,95000000,Улица 1905 года,7,120.0,2023,36.0,12.0,3.1,Монолитно-кирпичный,2,15,21,Чистовая,1,пассажирский
267885090,4,340453923,Сретенский бульвар,5,206.91,2023,70.9,70.7,3.1,Монолитный,4,5,8,Чистовая,1,пассажирский
284889773,1,12174527,Кожуховская,7,42.4,2025,20.2,11.8,3.1,Монолитный,1,4,14,Без отделки,1,пассажирский
277903908,4,14771707,Бунинская аллея,5,81.9,2024,39.4,20.0,3.0,Монолитный,2,8,16,Без отделки,1,пассажирский
285255412,2,31039505,Шелепиха,14,65.8,2024,26.2,15.9,3.2,Монолитный,1,39,41,Без отделки,4,пассажирский
258098023,4,33279428,Коломенская,4,98.0,2024,19.2,9.5,3.1,Монолитно-кирпичный,2,4,19,Без отделки,1,грузовой
284916337,4,33911399,Электрозаводская,14,95.8,2025,51.6,21.7,3.1,Монолитный,2,3,17,Без отделки,1,пассажирский
273054049,4,37563335,Бунинская аллея,13,160.5,2023,40.5,37.3,3.0,Монолитный,2,21,21,Без отделки,2,грузовой
284984532,3,41382000,Тульская,13,94.05,2025,36.2,18.1,3.0,Монолитный,2,7,10,Чистовая,2,пассажирский
283964405,3,51275407,Алексеевская,10,107.0,2022,55.5,19.3,0.0,Монолитно-кирпичный,2,6,19,Черновая,1,грузовой
285243996,4,174623249,Улица 1905 года,12,162.5,2022,60.0,44.2,3.1,Монолитный,1,13,17,Без отделки,1,пассажирский
277372832,1,16865700,Петровский Парк,5,37.6,2024,36.2,18.1,3.1,Монолитный,1,3,8,Без отделки,1,пассажирский
285444219,4,18229588,Рассказовка,7,108.2,2024,66.4,18.1,3.0,Монолитный,2,2,20,Без отделки,1,пассажирский
280126728,3,23430000,Гражданская,10,71.0,2025,44.3,8.2,3.6,Монолитный,2,2,25,Без отделки,3,пассажирский
285438445,4,24146969,Рассказовка,2,105.4,2025,57.9,18.1,3.1,Монолитный,2,14,17,Чистовая,1,пассажирский
283964622,3,30723477,Технопарк,6,81.6,2026,36.2,18.1,3.0,Монолитный,2,3,35,Без отделки,3,пассажирский
284175578,4,36500000,Шелепиха,2,100.51,2019,50.1,26.3,3.1,Монолитный,2,42,51,Без отделки,4,пассажирский
283419449,4,41000600,Октябрьское поле,13,105.4,2024,67.0,11.8,3.3,Монолитный,1,8,19,Без отделки,1,пассажирский
285674287,3,53939840,Филёвский парк,11,108.4,2024,36.2,18.1,3.2,Монолитный,2,10,17,Предчистовая,1,пассажирский
276788220,4,57512070,Кунцевская,10,127.38,2021,88.8,18.1,3.0,Монолитный,2,24,24,Без отделки,1,пассажирский
283393238,2,63870400,Выставочная,3,83.6,2020,36.2,18.1,3.9,Монолитный,2,31,65,Без отделки,4,пассажирский
284916925,4,235319374,Киевская,13,108.5,2024,68.4,6.7,6.4,Монолитный,1,3,4,Чистовая,0,пассажирский
285604901,1,10942400,Ольховая,17,37.3,2023,12.3,11.5,3.1,Монолитно-кирпичный,1,3,13,Без отделки,1,пассажирский
278068758,3,12919369,Бунинская аллея,8,57.5,2024,22.8,18.1,3.0,Монолитный,1,2,15,Без отделки,1,пассажирский
279712842,3,14637348,Бунинская аллея,9,64.1,2024,28.1,18.7,3.0,Монолитный,2,6,10,Предчистовая,1,грузовой
282733722,4,17136408,Ольховая,10,86.6,2025,73.3,18.1,2.7,Панельный,2,8,9,Без отделки,1,пассажирский
279636894,3,18940463,Калитники,10,66.59,2024,36.2,18.1,3.0,Монолитно-кирпичный,1,4,21,Без отделки,1,пассажирский
281553075,1,20136930,Свиблово,10,43.9,2025,13.9,18.1,3.2,Монолитный,1,2,10,Предчистовая,1,грузовой
282212868,3,32360000,Бутырская,10,79.46,2024,42.6,11.8,3.2,Монолитный,2,2,21,Без отделки,2,пассажирский
281553083,3,36497385,Свиблово,10,83.7,2025,39.3,18.1,3.2,Монолитный,2,4,10,Предчистовая,1,грузовой
283760188,2,44884000,Киевская,16,45.8,2025,36.2,18.1,3.1,Монолитный,1,11,17,Без отделки,1,пассажирский
285082417,3,53554800,Красные ворота,7,68.66,2023,29.9,22.5,3.2,Монолитный,1,6,19,Чистовая,7,грузовой
